scenario,configuredFailureRate,concurrency,metric,baselineMean,resilientMean,deltaResilientMinusBaseline,pairedBy
f5-payment-succeeds-response-lost,0.2,50,averageRecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,p95RecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,actualInjectedFailureRate,0.19884,0.19884,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,attemptSuccessRate,1.0,0.92764,-0.07235999999999998,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,logicalTransactionSuccessRate,1.0,1.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,terminalFailedLogicalTransactions,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,nonTerminalLogicalTransactions,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,invariantViolationRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,duplicateOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,duplicatePaymentRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,orphanedOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,recoveryAttemptedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,recoveryCompletedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,recoveryFailedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,recoverySuccessRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,nonTerminalAfterRecoveryRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,operationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,averageOperationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,compensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,averageCompensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,totalRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,averageTotalRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,compensationRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,p50LatencyMs,74.32153760000801,131.16139579999526,56.83985819998725,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,p95LatencyMs,125.79787479994593,214.42671679997147,88.62884200002554,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,p99LatencyMs,157.7597330000117,264.30835840005784,106.54862540004615,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,throughputTransactionsPerSecond,636.5227022417436,365.5167919801628,-271.00591026158077,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,averageRecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,p95RecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,50,actualInjectedFailureRate,0.5,0.5,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,attemptSuccessRate,0.0,0.99886,0.99886,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,logicalTransactionSuccessRate,0.0,0.99964,0.99964,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,terminalFailedLogicalTransactions,10000.0,3.6,-9996.4,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,nonTerminalLogicalTransactions,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,invariantViolationRate,1.0,0.0006799999999999999,-0.99932,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,duplicateOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,duplicatePaymentRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,orphanedOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,recoveryAttemptedRate,0.0,0.99946,0.99946,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,recoveryCompletedRate,0.0,0.99946,0.99946,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,recoveryFailedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,recoverySuccessRate,NA,1.0,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,nonTerminalAfterRecoveryRate,NA,0.0,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,operationRetryCount,0.0,1.4,1.4,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,averageOperationRetryCount,0.0,0.00014,0.00014,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,compensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,averageCompensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,totalRetryCount,0.0,1.4,1.4,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,averageTotalRetryCount,0.0,0.00014,0.00014,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,compensationRate,0.0,0.0001,0.0001,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,p50LatencyMs,64.58917079999082,121.73960410004838,57.15043330005756,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,p95LatencyMs,106.99304159998064,207.76501639988965,100.771974799909,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,p99LatencyMs,136.6481747999842,583.0156334000094,446.3674586000252,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,throughputTransactionsPerSecond,730.4421050337421,376.6843755543757,-353.7577294793664,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,averageRecoveryTimeMs,NA,124.12060133531129,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,p95RecoveryTimeMs,NA,193.04413360005128,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f9-orchestrator-interruption-after-order,1.0,50,actualInjectedFailureRate,0.0,0.99896,0.99896,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
