mode,scenario,backend,configuredFailureRate,transactionCount,concurrency,repetitionNumber,randomSeed,runStartedAt,runEndedAt,actualInjectedFailureCount,actualInjectedFailureRate,successRate,failureRate,recoveryRate,compensationRate,duplicateOrderRate,duplicatePaymentRate,orphanedOrderRate,invariantViolationRate,retryCount,averageRetryCount,p50Latency,p95Latency,p99Latency,throughput,recoveryTime,summaryPath
baseline,f0-no-failure,services,0.0,10000,50,1,2026081400,2026-08-14T07:07:30.849429+00:00,2026-08-14T07:07:42.679080+00:00,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,55.80156250000057,89.55520800000016,115.62249999999975,845.3919780903143,0.0,results/phase_a_services/baseline/f0-no-failure/38131168-fd00-49c1-b1d8-66afbb68a2dd/rep-0001/summary.csv
baseline,f0-no-failure,services,0.0,10000,50,2,2026081401,2026-08-14T07:07:43.011175+00:00,2026-08-14T07:07:55.347729+00:00,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,56.393895499997626,102.72845800000141,148.8975410000002,810.6575198557387,0.0,results/phase_a_services/baseline/f0-no-failure/5bf82008-254a-4620-bf3f-e1384786f60a/rep-0002/summary.csv
baseline,f0-no-failure,services,0.0,10000,50,3,2026081402,2026-08-14T07:07:55.680840+00:00,2026-08-14T07:08:07.797756+00:00,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,57.206687499997244,91.67987500000052,112.78124999999761,825.3479146034067,0.0,results/phase_a_services/baseline/f0-no-failure/c3e80d87-97aa-4e8c-9df4-ac70c3470f30/rep-0003/summary.csv
baseline,f0-no-failure,services,0.0,10000,50,4,2026081403,2026-08-14T07:08:08.121324+00:00,2026-08-14T07:08:20.112347+00:00,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,56.64952049999883,91.36491699999993,112.84516599999961,834.0226298928116,0.0,results/phase_a_services/baseline/f0-no-failure/730706c8-214f-4469-a255-4a2d6b4b5e35/rep-0004/summary.csv
baseline,f0-no-failure,services,0.0,10000,50,5,2026081404,2026-08-14T07:08:20.445611+00:00,2026-08-14T07:08:32.484071+00:00,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,57.34920850000336,90.43416600000143,114.86654099999782,830.733043718334,0.0,results/phase_a_services/baseline/f0-no-failure/ac2885b5-da5a-497d-8fb6-9fc4f06b4446/rep-0005/summary.csv
resilient,f0-no-failure,services,0.0,10000,50,1,2026081400,2026-08-14T07:08:32.826248+00:00,2026-08-14T07:08:54.272829+00:00,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,102.43960400000418,165.71145900000772,199.66449999999725,466.29419876903955,0.0,results/phase_a_services/resilient/f0-no-failure/67678f25-1b72-46dc-b37e-b8c76be932ae/rep-0001/summary.csv
resilient,f0-no-failure,services,0.0,10000,50,2,2026081401,2026-08-14T07:08:54.683173+00:00,2026-08-14T07:09:16.157056+00:00,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,102.31852049999901,167.45629199999712,201.38537500000098,465.7040770446189,0.0,results/phase_a_services/resilient/f0-no-failure/ad73c27c-64c8-4923-9867-23d7b0cdd611/rep-0002/summary.csv
resilient,f0-no-failure,services,0.0,10000,50,3,2026081402,2026-08-14T07:09:16.514572+00:00,2026-08-14T07:09:38.340440+00:00,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,103.6429585000036,168.88099999999895,204.9435419999952,458.1932647519625,0.0,results/phase_a_services/resilient/f0-no-failure/abc5d120-2c97-42d5-9a78-19f2ed524eb5/rep-0003/summary.csv
resilient,f0-no-failure,services,0.0,10000,50,4,2026081403,2026-08-14T07:09:38.729071+00:00,2026-08-14T07:10:00.890858+00:00,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,105.23454149999623,173.00391700001683,211.8862909999848,451.2458169371755,0.0,results/phase_a_services/resilient/f0-no-failure/a47e279c-606f-4107-b6e6-02c7cde270f2/rep-0004/summary.csv
resilient,f0-no-failure,services,0.0,10000,50,5,2026081404,2026-08-14T07:10:01.226677+00:00,2026-08-14T07:10:23.551223+00:00,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,105.75593749999257,173.8487909999833,211.68991700000106,447.9560323456577,0.0,results/phase_a_services/resilient/f0-no-failure/ea661c6c-8636-4f7d-bdbe-47d3c47cfab8/rep-0005/summary.csv
baseline,f1-cart-http-500,services,0.05,10000,50,1,2026091400,2026-08-14T07:10:23.967956+00:00,2026-08-14T07:10:37.027843+00:00,511,0.0511,0.9489,0.0511,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,62.12883350001164,100.90670799999657,125.44549999998367,765.7569594365557,0.0,results/phase_a_services/baseline/f1-cart-http-500/08b5cd88-0c81-42f1-b7ca-3bcd43dd81cd/rep-0001/summary.csv
baseline,f1-cart-http-500,services,0.05,10000,50,2,2026091401,2026-08-14T07:10:37.379840+00:00,2026-08-14T07:10:50.185787+00:00,490,0.049,0.951,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,60.890042000011135,98.69520899999884,121.63783300002251,780.9430807056955,0.0,results/phase_a_services/baseline/f1-cart-http-500/590b1cad-b7cd-4bb9-acf9-f97630014e9d/rep-0002/summary.csv
baseline,f1-cart-http-500,services,0.05,10000,50,3,2026091402,2026-08-14T07:10:50.533223+00:00,2026-08-14T07:11:03.436066+00:00,474,0.0474,0.9526,0.0474,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,61.37343700001452,100.08937500001025,124.85591699999077,775.0751413550568,0.0,results/phase_a_services/baseline/f1-cart-http-500/f554dd44-9f2c-48c2-97e2-43888cb7247f/rep-0003/summary.csv
baseline,f1-cart-http-500,services,0.05,10000,50,4,2026091403,2026-08-14T07:11:03.829890+00:00,2026-08-14T07:11:16.677538+00:00,496,0.0496,0.9504,0.0496,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,61.59247900001219,98.23570800000425,121.3554160000001,778.4088583245043,0.0,results/phase_a_services/baseline/f1-cart-http-500/94b93926-71c0-4fb0-99e0-67e7a54462c1/rep-0004/summary.csv
baseline,f1-cart-http-500,services,0.05,10000,50,5,2026091404,2026-08-14T07:11:17.035529+00:00,2026-08-14T07:11:30.053854+00:00,493,0.0493,0.9507,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,61.62033350000229,101.94766699999036,126.87112500000808,768.20427352532,0.0,results/phase_a_services/baseline/f1-cart-http-500/e38223c6-0f7a-4491-a2a5-f21015579f4c/rep-0005/summary.csv
resilient,f1-cart-http-500,services,0.05,10000,50,1,2026091400,2026-08-14T07:11:30.408784+00:00,2026-08-14T07:11:52.416228+00:00,511,0.0511,0.9489,0.0511,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,105.7005630000134,174.46441699999582,210.21024999998872,454.4119615717123,0.0,results/phase_a_services/resilient/f1-cart-http-500/95add79c-9e7f-4270-8507-39b690edbe52/rep-0001/summary.csv
resilient,f1-cart-http-500,services,0.05,10000,50,2,2026091401,2026-08-14T07:11:52.821177+00:00,2026-08-14T07:12:15.342429+00:00,490,0.049,0.951,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,108.0704585000376,179.4854999999984,218.26037499999984,444.0481314870927,0.0,results/phase_a_services/resilient/f1-cart-http-500/077d060e-f898-4d61-aaad-8ff03336741c/rep-0002/summary.csv
resilient,f1-cart-http-500,services,0.05,10000,50,3,2026091402,2026-08-14T07:12:15.688383+00:00,2026-08-14T07:12:38.527908+00:00,474,0.0474,0.9526,0.0474,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,110.02841699999522,177.40787500002853,213.21137499995757,437.86498384602504,0.0,results/phase_a_services/resilient/f1-cart-http-500/9c5470e2-2af7-4d80-9d60-34200a7fb4e7/rep-0003/summary.csv
resilient,f1-cart-http-500,services,0.05,10000,50,4,2026091403,2026-08-14T07:12:38.955299+00:00,2026-08-14T07:13:02.291795+00:00,496,0.0496,0.9504,0.0496,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,112.25368749998665,183.84737500002757,222.96079199998076,428.53520968767305,0.0,results/phase_a_services/resilient/f1-cart-http-500/147c065a-071a-4aab-8948-15fc2ddddb41/rep-0004/summary.csv
resilient,f1-cart-http-500,services,0.05,10000,50,5,2026091404,2026-08-14T07:13:02.669878+00:00,2026-08-14T07:13:26.616837+00:00,493,0.0493,0.9507,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,115.29560450000531,190.0575409999874,233.29704100001436,417.60933201833836,0.0,results/phase_a_services/resilient/f1-cart-http-500/3bea9633-525b-405f-b876-22d8d1026472/rep-0005/summary.csv
baseline,f10-payment-permanently-fails,services,0.05,10000,50,1,2026181400,2026-08-14T17:55:14.919861+00:00,2026-08-14T17:55:28.857516+00:00,507,0.0507,0.9493,0.0507,0.0,0.0,0.0,0.0,0.0,0.0507,0,0.0,65.26464600028703,108.91637500026263,140.15191699991192,717.5310581621615,0.0,results/phase_a_services/baseline/f10-payment-permanently-fails/2c737b2d-1746-446c-b59f-3ac48a9b9462/rep-0001/summary.csv
baseline,f10-payment-permanently-fails,services,0.05,10000,50,2,2026181401,2026-08-14T17:55:29.282793+00:00,2026-08-14T17:55:43.100393+00:00,485,0.0485,0.9515,0.0485,0.0,0.0,0.0,0.0,0.0,0.0485,0,0.0,65.49645850009256,106.96933400004127,133.67854099988108,723.764478563973,0.0,results/phase_a_services/baseline/f10-payment-permanently-fails/85272c44-a2d0-4805-b011-c3498c1957c5/rep-0002/summary.csv
baseline,f10-payment-permanently-fails,services,0.05,10000,50,3,2026181402,2026-08-14T17:55:43.464713+00:00,2026-08-14T17:55:57.871017+00:00,517,0.0517,0.9483,0.0517,0.0,0.0,0.0,0.0,0.0,0.0517,0,0.0,67.13427099998626,115.57295799957501,157.73720900006083,694.186191513798,0.0,results/phase_a_services/baseline/f10-payment-permanently-fails/ee5fb0a8-07de-45d2-ae85-220e6e144e7a/rep-0003/summary.csv
baseline,f10-payment-permanently-fails,services,0.05,10000,50,4,2026181403,2026-08-14T17:55:58.256424+00:00,2026-08-14T17:56:12.645432+00:00,477,0.0477,0.9523,0.0477,0.0,0.0,0.0,0.0,0.0,0.0477,0,0.0,68.1566880000446,111.43870900014008,139.52466599994295,695.0658324781275,0.0,results/phase_a_services/baseline/f10-payment-permanently-fails/19c01144-7dec-4596-a2e0-68606ac1162e/rep-0004/summary.csv
baseline,f10-payment-permanently-fails,services,0.05,10000,50,5,2026181404,2026-08-14T17:56:13.111952+00:00,2026-08-14T17:56:27.975973+00:00,495,0.0495,0.9505,0.0495,0.0,0.0,0.0,0.0,0.0,0.0495,0,0.0,69.19122900012553,116.11629200024254,159.89866699965205,672.8108331463878,0.0,results/phase_a_services/baseline/f10-payment-permanently-fails/99fe86cd-dd99-4b48-b7f6-1f97c75f0e15/rep-0005/summary.csv
resilient,f10-payment-permanently-fails,services,0.05,10000,50,1,2026181400,2026-08-14T17:56:28.458204+00:00,2026-08-14T17:56:54.301569+00:00,507,0.0507,0.9493,0.0,0.0,0.0507,0.0,0.0,0.0,0.0,0,0.0,121.97479199994632,207.92704099994808,260.61187499999505,386.96211449836676,0.0,results/phase_a_services/resilient/f10-payment-permanently-fails/e78757ba-7571-4650-953a-cedba8aea65d/rep-0001/summary.csv
resilient,f10-payment-permanently-fails,services,0.05,10000,50,2,2026181401,2026-08-14T17:56:54.689250+00:00,2026-08-14T17:57:19.709018+00:00,485,0.0485,0.9515,0.0,0.0,0.0485,0.0,0.0,0.0,0.0,0,0.0,119.41224999986844,193.4095830001752,233.27470899994296,399.7018430656763,0.0,results/phase_a_services/resilient/f10-payment-permanently-fails/b1e9ba83-45fe-4f06-a824-f8a7a130e8ad/rep-0002/summary.csv
resilient,f10-payment-permanently-fails,services,0.05,10000,50,3,2026181402,2026-08-14T17:57:20.120826+00:00,2026-08-14T17:57:45.730716+00:00,517,0.0517,0.9483,0.0,0.0,0.0517,0.0,0.0,0.0,0.0,0,0.0,122.97449950006012,196.86670800001593,236.7367919996468,390.4910597970787,0.0,results/phase_a_services/resilient/f10-payment-permanently-fails/e5e44126-b3e2-4a75-98c7-684148229589/rep-0003/summary.csv
resilient,f10-payment-permanently-fails,services,0.05,10000,50,4,2026181403,2026-08-14T17:57:46.144342+00:00,2026-08-14T17:58:11.912128+00:00,477,0.0477,0.9523,0.0,0.0,0.0477,0.0,0.0,0.0,0.0,0,0.0,123.19202100002258,199.94533299995965,239.05399999966903,388.0994052201988,0.0,results/phase_a_services/resilient/f10-payment-permanently-fails/06ae4e9d-7154-40fc-92df-4ae74f0a486f/rep-0004/summary.csv
resilient,f10-payment-permanently-fails,services,0.05,10000,50,5,2026181404,2026-08-14T17:58:12.422535+00:00,2026-08-14T17:58:41.131342+00:00,495,0.0495,0.9505,0.0,0.0,0.0495,0.0,0.0,0.0,0.0,0,0.0,135.65008349996788,231.20562499980224,285.08245900002294,348.3397431926264,0.0,results/phase_a_services/resilient/f10-payment-permanently-fails/f359b16b-6099-4240-ad20-6ddaf040a6e7/rep-0005/summary.csv
baseline,f11-transient-payment-failure-recovery,services,0.05,10000,50,1,2026191400,2026-08-14T17:58:41.575411+00:00,2026-08-14T17:58:58.149608+00:00,524,0.0524,0.9478,0.0522,0.0,0.0,0.0,0.0,0.0,0.0522,0,0.0,78.25233299990941,131.81837499996618,165.743625000232,603.3884424544718,0.0,results/phase_a_services/baseline/f11-transient-payment-failure-recovery/758cacc3-af16-41e2-8069-3c20bb4593fc/rep-0001/summary.csv
baseline,f11-transient-payment-failure-recovery,services,0.05,10000,50,2,2026191401,2026-08-14T17:58:58.607668+00:00,2026-08-14T17:59:14.536505+00:00,492,0.0492,0.9508,0.0492,0.0,0.0,0.0,0.0,0.0,0.0492,0,0.0,75.52272900011303,121.98487500018018,149.95649999991656,627.8388814121197,0.0,results/phase_a_services/baseline/f11-transient-payment-failure-recovery/93d7235a-fc29-4d8d-81c9-4185cc611474/rep-0002/summary.csv
baseline,f11-transient-payment-failure-recovery,services,0.05,10000,50,3,2026191402,2026-08-14T17:59:14.930088+00:00,2026-08-14T17:59:30.669978+00:00,467,0.0467,0.9533,0.0467,0.0,0.0,0.0,0.0,0.0,0.0467,0,0.0,74.68895800002429,121.98591700007455,151.33212499995352,635.3701946316834,0.0,results/phase_a_services/baseline/f11-transient-payment-failure-recovery/070cdfac-d0e7-4adc-9b9d-bbecdf5a4d88/rep-0003/summary.csv
baseline,f11-transient-payment-failure-recovery,services,0.05,10000,50,4,2026191403,2026-08-14T17:59:31.082550+00:00,2026-08-14T17:59:46.689136+00:00,478,0.0478,0.9522,0.0478,0.0,0.0,0.0,0.0,0.0,0.0478,0,0.0,73.35304149978583,122.51529100012704,153.0319169996801,640.8045685841254,0.0,results/phase_a_services/baseline/f11-transient-payment-failure-recovery/97b72fde-894b-4df5-9bf3-97cf1644c92e/rep-0004/summary.csv
baseline,f11-transient-payment-failure-recovery,services,0.05,10000,50,5,2026191404,2026-08-14T17:59:47.082172+00:00,2026-08-14T18:00:02.637369+00:00,510,0.051,0.949,0.051,0.0,0.0,0.0,0.0,0.0,0.051,0,0.0,73.23827099980917,120.26016700019682,148.91720900004657,642.9150091986378,0.0,results/phase_a_services/baseline/f11-transient-payment-failure-recovery/fef575c1-cb10-40f9-87ac-086dfcf5a8a8/rep-0005/summary.csv
resilient,f11-transient-payment-failure-recovery,services,0.05,10000,50,1,2026191400,2026-08-14T18:00:03.038273+00:00,2026-08-14T18:00:29.081287+00:00,524,0.0524,0.9478,0.0,0.0,0.0522,0.0,0.0,0.0,0.0,0,0.0,124.32662500009428,201.16545900009442,241.80787500017686,383.99712893026896,0.0,results/phase_a_services/resilient/f11-transient-payment-failure-recovery/edd5e28d-a7d3-4e9c-9122-612a5d27fd13/rep-0001/summary.csv
resilient,f11-transient-payment-failure-recovery,services,0.05,10000,50,2,2026191401,2026-08-14T18:00:29.462690+00:00,2026-08-14T18:00:55.049968+00:00,492,0.0492,0.9508,0.0,0.0,0.0492,0.0,0.0,0.0,0.0,0,0.0,122.24222949998875,195.9040830001868,236.364291999962,390.8377202994658,0.0,results/phase_a_services/resilient/f11-transient-payment-failure-recovery/bb7e8cbd-1183-435e-900d-be5c437af86e/rep-0002/summary.csv
resilient,f11-transient-payment-failure-recovery,services,0.05,10000,50,3,2026191402,2026-08-14T18:00:55.430334+00:00,2026-08-14T18:01:21.104883+00:00,467,0.0467,0.9533,0.0,0.0,0.0467,0.0,0.0,0.0,0.0,0,0.0,122.43120850007472,197.77925000016694,241.3902500002223,389.5080280489077,0.0,results/phase_a_services/resilient/f11-transient-payment-failure-recovery/9c5809b4-e9c4-41c3-a8ff-2754374d6ae4/rep-0003/summary.csv
resilient,f11-transient-payment-failure-recovery,services,0.05,10000,50,4,2026191403,2026-08-14T18:01:21.591172+00:00,2026-08-14T18:20:01.529471+00:00,478,0.0478,0.9479,0.0031,0.0,0.049,0.0,0.0,0.0,0.0,0,0.0,135.89041650016043,280.2326669998365,368.60829099987313,329.56236947450753,0.0,results/phase_a_services/resilient/f11-transient-payment-failure-recovery/c99aa7c2-a512-4953-aa4b-ae5c9bdd17be/rep-0004/summary.csv
resilient,f11-transient-payment-failure-recovery,services,0.05,10000,50,5,2026191404,2026-08-14T18:20:01.904814+00:00,2026-08-14T18:20:23.818809+00:00,510,0.051,0.949,0.0,0.0,0.051,0.0,0.0,0.0,0.0,0,0.0,104.46639599990704,169.48150000007445,215.7895830000598,456.37059291741843,0.0,results/phase_a_services/resilient/f11-transient-payment-failure-recovery/51e5eb3e-9b74-4292-9f51-c71e91cd15d3/rep-0005/summary.csv
baseline,f12-compensation-failure-retry,services,0.05,10000,50,1,2026201400,2026-08-14T18:20:24.190545+00:00,2026-08-14T18:20:36.831531+00:00,461,0.0461,0.9539,0.0461,0.0,0.0,0.0,0.0,0.0,0.0461,0,0.0,59.89175000013347,96.49720900006287,120.3304579998985,791.1513753538574,0.0,results/phase_a_services/baseline/f12-compensation-failure-retry/f22f400b-8313-464d-b38a-1de3b76c93a4/rep-0001/summary.csv
baseline,f12-compensation-failure-retry,services,0.05,10000,50,2,2026201401,2026-08-14T18:20:37.167779+00:00,2026-08-14T18:20:49.991031+00:00,481,0.0481,0.9519,0.0481,0.0,0.0,0.0,0.0,0.0,0.0481,0,0.0,60.300687999870206,98.78087500010224,122.53733300030945,779.8945372014244,0.0,results/phase_a_services/baseline/f12-compensation-failure-retry/da229184-e22e-4d12-b056-73ea559895a5/rep-0002/summary.csv
baseline,f12-compensation-failure-retry,services,0.05,10000,50,3,2026201402,2026-08-14T18:20:50.328710+00:00,2026-08-14T18:21:04.078815+00:00,506,0.0506,0.9494,0.0506,0.0,0.0,0.0,0.0,0.0,0.0506,0,0.0,63.51054150013624,112.31945800000176,157.88079200001448,727.3324501006518,0.0,results/phase_a_services/baseline/f12-compensation-failure-retry/e9924574-8a89-402c-9f36-558cef1b96b5/rep-0003/summary.csv
baseline,f12-compensation-failure-retry,services,0.05,10000,50,4,2026201403,2026-08-14T18:21:04.501887+00:00,2026-08-14T18:21:18.426096+00:00,478,0.0478,0.9522,0.0478,0.0,0.0,0.0,0.0,0.0,0.0478,0,0.0,63.67122950018711,118.14608299982865,160.26675000011892,718.2329859531483,0.0,results/phase_a_services/baseline/f12-compensation-failure-retry/60b27fb1-4a47-4e4c-9104-630633b99337/rep-0004/summary.csv
